# This collection is a creation of my own.
# I could not find a free collection of Extended Country Codes with Country IDs, 
# so this is explicitly compatible with the MIT license.
# Please help me to complete this free collection.
DE0;Germany;D;1
1E0;Germany;D;1
6E0;Belgium;BEL;1
8E3;Netherlands;HOL;1
